nama_produk,link_produk,harga,jumlah_terjual,toko,rating
"Fingertip Pulse Oximeter / Oximetro / Oxymeter / Oxi / Oxy Saturometer Oximetry SpO2 LV-80
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3f9vo7-jual-fingertip-pulse-oximeter-oximetro-oxymeter-oxi-oxy-saturometer-oximetry-spo2-lv-80,87360,526,wiki mall,4.8
"Fingertrip Pulse Oximeter LK88 SpO2 TFT Full Colour - Alat ukur kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/peralatan-p3k/4g4l2bd-jual-fingertrip-pulse-oximeter-lk88-spo2-tft-full-colour-alat-ukur-kadar-oksigen,72000,3,JY STORE20,4
"Pulse Oximeter Fingertip Pulse Oksigen Meter SpO2 Pulse Oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3trtfc6-jual-pulse-oximeter-fingertip-pulse-oksigen-meter-spo2-pulse-oxymeter,41000,109,Duta Online Store,4.9
"Pulse Oximeter Oksimeter Alat Ukur Kadar Oksigen Detak Jantung Akurat
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48dbu3c-jual-pulse-oximeter-oksimeter-alat-ukur-kadar-oksigen-detak-jantung-akurat,95000,54,TIMUR JAYA,5
"Fingertip pulse oximeter blood oxygen saturation dan heart rate detection dalam 5 detik multifunctional portable suitable for family travel
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1l4r7-jual-fingertip-pulse-oximeter-blood-oxygen-saturation-dan-heart-rate-detection-dalam-5-detik-multifunctional-portable-suitable-for-family-travel,18500,471,Luckyelectro,5
"Finger Pulse Oximeter F04T
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3vsqexv-jual-finger-pulse-oximeter-f04t,220000,6,JM Store,5
"paket pulse oximeter Sp02 alat ukur detak jantung & thermometer digital alat pengukur suhu tubuh
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4a4fk30-jual-paket-pulse-oximeter-sp02-alat-ukur-detak-jantung-thermometer-digital-alat-pengukur-suhu-tubuh,420000,0,bintang7 herbal,0
"finger pulse oximeter general care Sp02 original..alat pengukur detak jantung & kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3suel6e-jual-finger-pulse-oximeter-general-care-sp02-original-alat-pengukur-detak-jantung-kadar-oksigen,450000,0,Manjurmandiri shop,0
"Fingertip Pulse Oxymeter Alat Ukur Saturasi Oksigen Dalam Darah & Detak Jantung Oximeter Oksimeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4getaa7-jual-fingertip-pulse-oxymeter-alat-ukur-saturasi-oksigen-dalam-darah-detak-jantung-oximeter-oksimeter,69000,1,HematACC,5
"Fingertip Pulse Oximeter Portable - Oxymeter SpO2 Digital Alat Pengukur Kadar Darah Oksimeter Denyut Nadi Ujung Jari
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/47knukh-jual-fingertip-pulse-oximeter-portable-oxymeter-spo2-digital-alat-pengukur-kadar-darah-oksimeter-denyut-nadi-ujung-jari,114900,76,Alharits Tronic,4.9
"Fingertip pulse oxymeter oximeter SpO2 LCD Full Colour Pengukur Kadar Oxygen Dalam Darah dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/418du06-jual-fingertip-pulse-oxymeter-oximeter-spo2-lcd-full-colour-pengukur-kadar-oxygen-dalam-darah-dan-detak-jantung,55692,1319,Nofar,4.8
"Oximeter Yuwell YX102 Finger Pulse Oxymeter Alat Cek Tes Kadar Saturasi Oksigen YX 102
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4cp94j7-jual-oximeter-yuwell-yx102-finger-pulse-oxymeter-alat-cek-tes-kadar-saturasi-oksigen-yx-102,289900,9,Maestro Listrik,5
"paket 3in1 oximeter pulse termometer thermometer Tensimeter digital
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4a0d8q0-jual-paket-3in1-oximeter-pulse-termometer-thermometer-tensimeter-digital,450000,5,SH STORE889,5
"Fingertip Pulse Oximeter  Alat Ukur Detak Jantung Oximeter LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3uai1-jual-fingertip-pulse-oximeter-alat-ukur-detak-jantung-oximeter-lk87,24000,16,Metro Store,4.9
"F2 Fingertip Pulse Oximeter Premium - Alat Ukur Kadar oxygen SpO2
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3aj1lia-jual-f2-fingertip-pulse-oximeter-premium-alat-ukur-kadar-oxygen-spo2,120000,102,Bobo Baby Shop,5
"Fingertip OXIMETER PULSE
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3qzesx3-jual-fingertip-oximeter-pulse,55500,78,JLE39 Store,4.9
"LED 4 Warna Oximeter Oxymeter Pulse Oksigen Darah Jantung Saturasi Tes
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g41by4-jual-led-4-warna-oximeter-oxymeter-pulse-oksigen-darah-jantung-saturasi-tes,36000,170,RK SHOP,4.9
"Fingertrip Pulse Oximeter Alat Ukur Saturasi SpO2 Pengukur Detak Jantung Kadar Oksigen Dalam Darah Blood Oxygen Super Akurat Good Quality Product
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3sgxmpe-jual-fingertrip-pulse-oximeter-alat-ukur-saturasi-spo2-pengukur-detak-jantung-kadar-oksigen-dalam-darah-blood-oxygen-super-akurat-good-quality-product,85000,409,Importir Kudus,4.8
"OXIMETER FINGERTIP PULSE LK87 AB-88 Alat Ukur Kadar Oksigen Pengukur Detak Jantung Oxymeter SPO2 LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48ofpnc-jual-oximeter-fingertip-pulse-lk87-ab-88-alat-ukur-kadar-oksigen-pengukur-detak-jantung-oxymeter-spo2-led,32000,56,GangEnam Cell,4.9
"fingertrip pulse oxymeter fingertrip oximeter oled full colour
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gkkd8p-jual-fingertrip-pulse-oxymeter-fingertrip-oximeter-oled-full-colour,150000,0,LA LM FOREVER,0
"Pulse Oxymeter Oximeter Fingertip Alat Ukur Kadar Oksigen Dalam Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1yeej-jual-pulse-oxymeter-oximeter-fingertip-alat-ukur-kadar-oksigen-dalam-darah,80000,0,Toko Cat Sumber Jaya,0
"Oxymeter Fingertip Pulse Oximeter Ukur Saturasi Oksigen Darah Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4gw2g-jual-oxymeter-fingertip-pulse-oximeter-ukur-saturasi-oksigen-darah-detak-jantung,125000,1,Allia Official Store,5
"Fingertip Pulse Oxymeter - Alat ukur oksigen - detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4dlq0dj-jual-fingertip-pulse-oxymeter-alat-ukur-oksigen-detak-jantung,200000,0,Udah Buka,0
"Fingertip pulse oximeter oxymeter spo2 alat ukur kadar oksigen darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/477v43p-jual-fingertip-pulse-oximeter-oxymeter-spo2-alat-ukur-kadar-oksigen-darah,94000,4,ARZI Online Store,5
"Fingertip pulse oximeter asli-alat detak jantung & ukur kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gkk5tj-jual-fingertip-pulse-oximeter-asli-alat-detak-jantung-ukur-kadar-oksigen,100000,0,healthy natural99,0
"Paket Oximeter Fingertip Sp02 &Termometer digital -ukur kesehatan
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4ggmq0v-jual-paket-oximeter-fingertip-sp02-termometer-digital-ukur-kesehatan,255000,0,healthy natural99,0
"finger pulse oximeter alat pengukur detak jantung dan kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gkk4kj-jual-finger-pulse-oximeter-alat-pengukur-detak-jantung-dan-kadar-oksigen,125000,0,healthy natural99,0
"paket pulse oximeter & termometer-alat ukur detak jantung & alat ukur suhu tubuh
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fxjz3v-jual-paket-pulse-oximeter-termometer-alat-ukur-detak-jantung-alat-ukur-suhu-tubuh,285000,0,Manjurmandiri shop,0
"Oximeter Fingertip Pulse Alat mengukur kadar Oksigen dan detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3p8xxmt-jual-oximeter-fingertip-pulse-alat-mengukur-kadar-oksigen-dan-detak-jantung,150000,1,Super Jaya jkt,5
"Oxymeter Fingertip Pulse Digital Oximeter LK88 spO2 LCD Full Color Alat Ukur kadar Saturasi Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3si9x8c-jual-oxymeter-fingertip-pulse-digital-oximeter-lk88-spo2-lcd-full-color-alat-ukur-kadar-saturasi-oksigen,62000,328,HOMIA,4.8
"OXIMETER FINGERTIP PULSE LK87 AB-88 Alat Ukur Kadar Oksigen Pengukur Detak Jantung Oxymeter SPO2 LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48ofpnc-jual-oximeter-fingertip-pulse-lk87-ab-88-alat-ukur-kadar-oksigen-pengukur-detak-jantung-oxymeter-spo2-led,32000,56,GangEnam Cell,4.9
"Fingertip pulse oxymeter Fingertip oximeter SpO2 TFT Full Colour LK88
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g433oj-jual-fingertip-pulse-oxymeter-fingertip-oximeter-spo2-tft-full-colour-lk88,55000,8,Rini acesories,4.9
"Fingertip Pulse Oximeter LK87 Oxymeter Monitor LED LK 87 Alat Cek Saturasi Oksigen Detak Jantung Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4g1mjej-jual-fingertip-pulse-oximeter-lk87-oxymeter-monitor-led-lk-87-alat-cek-saturasi-oksigen-detak-jantung-darah,39900,167,JIUSENLI,4.9
"oximeter finger pulse android ios bluetooth . periksa jaga jarak via smartphone . oxi meter . oxymeter. tes darah saturasi oksigen B
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4pgda-jual-oximeter-finger-pulse-android-ios-bluetooth-periksa-jaga-jarak-via-smartphone-oxi-meter-oxymeter-tes-darah-saturasi-oksigen-b,150000,42,Cyber Motor Sports,5
"Fingertrip Pulse Oximeter Alat Pengukur Detak Jantung Kadar Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3si7d5r-jual-fingertrip-pulse-oximeter-alat-pengukur-detak-jantung-kadar-oksigen,62000,50,GangEnam Cell,4.9
"Pulse Oxymeter digital oximeter pengukur oksigen dan detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/dfah31-jual-pulse-oxymeter-digital-oximeter-pengukur-oksigen-dan-detak-jantung,55000,339,galihtoserba,4.9
"Pengukur Kadar Oksigen Oxymeter Fingertip LED Monitor Fingertip Pulse Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/484ywa9-jual-pengukur-kadar-oksigen-oxymeter-fingertip-led-monitor-fingertip-pulse-oximeter,19777,162,Electronic Gallery,4.8
"Fingertip Pulse Oximeter Alat Pengukur Oksigen dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4b0zytm-jual-fingertip-pulse-oximeter-alat-pengukur-oksigen-dan-detak-jantung,75000,30,Barang Ok,4.9
"Oximeter Oksimeter Fingertip Pulse Ujung Jari Ukur Detak Jantung LK88
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4enaaxd-jual-oximeter-oksimeter-fingertip-pulse-ujung-jari-ukur-detak-jantung-lk88,49900,40,SUPER_BESTSELLER,5
"ChoiceMMed Pulse Oximeter MD300C15D
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/j3toye-jual-choicemmed-pulse-oximeter-md300c15d,467200,2,MediStar,5
"YOBEKAN YBK303 Fingertip Pulse Oximeter Oksimeter Oximetry SpO2 Cek Kadar Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g51ptj-jual-yobekan-ybk303-fingertip-pulse-oximeter-oksimeter-oximetry-spo2-cek-kadar-oksigen,85000,39,hwthinker,5
"OXIMETER BEURER PO30 FULSE ALAT PENGUKUR OKSIGEN
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4fy8mug-jual-oximeter-beurer-po30-fulse-alat-pengukur-oksigen,850000,0,SUMBER ELEKTRONIK,0
"OXYMETER
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/49bkza2-jual-oxymeter,40000,15,JLE39 Store,5
"Oxymeter Oximeter Fingertip Pulse Alat Ukur Oksigen Dalam Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3pf18me-jual-oxymeter-oximeter-fingertip-pulse-alat-ukur-oksigen-dalam-darah,125000,121,HIDUP SEHAT,5
"Fingertip Pulse Oximeter SpO2 Alat Ukur Kadar Oksigen Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3zzikwg-jual-fingertip-pulse-oximeter-spo2-alat-ukur-kadar-oksigen-darah,46189,816,Nofar,4.8
"LK87 Oxymeter Fingertip Pulse Alat Ukur Saturasi Oksigen Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4wd9p-jual-lk87-oxymeter-fingertip-pulse-alat-ukur-saturasi-oksigen-oximeter,36000,31,RK SHOP,4.9
"oximeter pulse fingertip-oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3medmmm-jual-oximeter-pulse-fingertip-oxymeter,125000,129,DUNIA FARMA 889,5
"pulse oximeter alat cek nadi detak jantung atau kadar oksigen darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/cyub8o-jual-pulse-oximeter-alat-cek-nadi-detak-jantung-atau-kadar-oksigen-darah,99000,285, Barang Ok,4.9
"paket 2 in 1 thermometer Oximeter termometer oxymeter Oksimeter Termometer
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48q8joh-jual-paket-2-in-1-thermometer-oximeter-termometer-oxymeter-oksimeter-termometer,225000,68,PUTRA JAYA88,5
"PULSE OXYMETER Finger Digital alat Pengukur Oksigen Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3u3jqcs-jual-pulse-oxymeter-finger-digital-alat-pengukur-oksigen-darah,42000,136,stefani shop,4.8
"Fingertip Pulse Oxymeter Fingertip Oximeter SpO2 LED Full Color LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1mfb1-jual-fingertip-pulse-oxymeter-fingertip-oximeter-spo2-led-full-color-lk87,39000,34,Berkah Obat Dan Kosmetik,4.9
"KUKE Fingertip Pulse Oximeter - Alat Ukur Detak Jantung - Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3r1470p-jual-kuke-fingertip-pulse-oximeter-alat-ukur-detak-jantung-oximeter,25000,275,KUKE,4.9
"Oximeter  Oxymeter Pengukur Kadar Oxigen dalam darah Fingertip Puls
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1yv5g-jual-oximeter-oxymeter-pengukur-kadar-oxigen-dalam-darah-fingertip-puls,22500,32,Gadget Definition,4.9
"Fingertip Pulse Oximeter LK87 Ukur Kadar Oksigen Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4djdm-jual-fingertip-pulse-oximeter-lk87-ukur-kadar-oksigen-detak-jantung,14100,48,SIAUN SURABAYA,4.9
"Beurer PO 30 Alat Ukur Kadar Oksigen - Pulse Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gnovog-jual-beurer-po-30-alat-ukur-kadar-oksigen-pulse-oximeter,800000,0,Gudang Sehat Store,0
"Oximeter Oxymeter Fingertrip Pulse Alat Pengukur Saturasi Oksigen dan Detak Jantung Original
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gb7lza-jual-oximeter-oxymeter-fingertrip-pulse-alat-pengukur-saturasi-oksigen-dan-detak-jantung-original,125000,0,RAS Official Store,0
"Yobekan Oximeter fingertip pulse alat detak jantung dan oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3vd3vn2-jual-yobekan-oximeter-fingertip-pulse-alat-detak-jantung-dan-oksigen,135000,2,Anugerah Sehat,5
"Pulse Oximeter Fingertip Alat Ukur Kadar Oksigen Dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3sxjy5o-jual-pulse-oximeter-fingertip-alat-ukur-kadar-oksigen-dan-detak-jantung,100000,2,FutureShopp,5
"Pulse Oximeter Alat Pengukur Rate Saturasi Oksigen Detak Jantung Fingertip Akurat Anti-Shaking
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gjbold-jual-pulse-oximeter-alat-pengukur-rate-saturasi-oksigen-detak-jantung-fingertip-akurat-anti-shaking,199000,0,DoraHomi,0
"LK88 Oximeter Fingertip Pulse Oxymeter LK88 SpO2 FULL COLOR
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g5sd4p-jual-lk88-oximeter-fingertip-pulse-oxymeter-lk88-spo2-full-color,42550,36,SIAUN SURABAYA,4.7
"PULSE Oximeter fingertip oxymeter Alat Ukur Cek Tes Saturasi Kadar Oksigen SpO2 Pengukur Nadi Detak Jantung Darah Blood Oxygen LK87 LK 87 SMH01 SMH-01
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g5o1yj-jual-pulse-oximeter-fingertip-oxymeter-alat-ukur-cek-tes-saturasi-kadar-oksigen-spo2-pengukur-nadi-detak-jantung-darah-blood-oxygen-lk87-lk-87-smh01-smh-01,75000,36,Importir Kudus,4.8
"Oximeter LK88 Fingertip Pulse Oxymeter Lk-88 Alat Ukur Kadar Oksigen Detak Jantung Oksimeter spO2
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/49b2lyk-jual-oximeter-lk88-fingertip-pulse-oxymeter-lk-88-alat-ukur-kadar-oksigen-detak-jantung-oksimeter-spo2,62000,158,GangEnam Cell,4.8
"Fingertip pulse oximeter.. OXYMETER Fingertip akurat
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3r02a87-jual-fingertip-pulse-oximeter-oxymeter-fingertip-akurat,178750,252,MH_18,5
"Oksimeter Fingertip Pulse Oxymeter Oximeter SpO2 LCD Full Color Oled A-02 - A2-L88
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1jwa7-jual-oksimeter-fingertip-pulse-oxymeter-oximeter-spo2-lcd-full-color-oled-a-02-a2-l88,135000,20,RS ACC COM,4.6
"Pengukur Detak Jantung - Nadi - Kadar Oksigen - Pulse Oxymeter SpO2 Finger - Alat Kesehatan
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/2m44kje-jual-pengukur-detak-jantung-nadi-kadar-oksigen-pulse-oxymeter-spo2-finger-alat-kesehatan,89000,33,Acc Perhiasan,4.8
"Oximeter fingertip..pulse OXYMETER
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3qgnokp-jual-oximeter-fingertip-pulse-oxymeter,220000,54,MH_18,4.8
"Oksimeter Fingertip Pulse Oxymeter Oximeter SpO2 LCD Full Color Oled A-02 - A2-L88
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1jwa7-jual-oksimeter-fingertip-pulse-oxymeter-oximeter-spo2-lcd-full-color-oled-a-02-a2-l88,135000,20,RS ACC COM,4.6
"Smartwatch Gelang Kesehatan Jam Tangan Pintar Oximeter Blood Pressure Bluetooth
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/45kpdbn-jual-smartwatch-gelang-kesehatan-jam-tangan-pintar-oximeter-blood-pressure-bluetooth,125000,20,MEDIKA JAYA 88,4.9
"Fingertrip Pulse Oximeter oximetry...alat pengukur detak jantung serta kadar oksigen..fingertip akurat
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3q0m17i-jual-fingertrip-pulse-oximeter-oximetry-alat-pengukur-detak-jantung-serta-kadar-oksigen-fingertip-akurat,130000,14,cahaya mutiara6,4.7
"Smartwatch Gelang Kesehatan Jam Tangan Pintar Oximeter Blood Pressure Bluetooth
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/45kpdbn-jual-smartwatch-gelang-kesehatan-jam-tangan-pintar-oximeter-blood-pressure-bluetooth,125000,20,MEDIKA JAYA 88,4.9
"oximeter pulse fingertip-oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3medmmm-jual-oximeter-pulse-fingertip-oxymeter,125000,129,DUNIA FARMA 889,5
"oximeter pulse sp02-okimeter alat ukur oksigen dalam darah dan pengukur detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g20suj-jual-oximeter-pulse-sp02-okimeter-alat-ukur-oksigen-dalam-darah-dan-pengukur-detak-jantung,39900,4,jazzie pro,5
"Alat Ukur Kadar Oksigen Darah dan Detak Jantung Original Fingertip Pulse Oxymeter LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g71bo4-jual-alat-ukur-kadar-oksigen-darah-dan-detak-jantung-original-fingertip-pulse-oxymeter-lk87,49000,0,Toko COD Bandung,0
"Pulse Oximeter Fingertip X1906 Oxymeter Ukur Oksigen SpO2 Heart Rate
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gf6j7m-jual-pulse-oximeter-fingertip-x1906-oxymeter-ukur-oksigen-spo2-heart-rate,85000,0,Cavalese,0
"Oxymeter Fingertip LED 4 Warna FREE MASKER Include batere ORI Bergaransi
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gmeabv-jual-oxymeter-fingertip-led-4-warna-free-masker-include-batere-ori-bergaransi,55000,0,Merdeka CARE,0
"Fingertip Pulse Oximeter Oxymeter ukur Kadar Oksigen Darah LED 4 Warna
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g05ijs-jual-fingertip-pulse-oximeter-oxymeter-ukur-kadar-oksigen-darah-led-4-warna,94000,11,Karunia Toner SMG,5
"Fingertip Pulse Oximeter Oxymeter SpO2 alat ukur Kadar Oksigen darah Plus Baterai AAA
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fwffzj-jual-fingertip-pulse-oximeter-oxymeter-spo2-alat-ukur-kadar-oksigen-darah-plus-baterai-aaa,94000,12,Karunia Toner SMG,4.9
"pulse oximeter fingertip lk89 Termurah Grosir Oxymeter pulse SpO2
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4g4ftos-jual-pulse-oximeter-fingertip-lk89-termurah-grosir-oxymeter-pulse-spo2,105000,1,CHRISLWSHOP,5
"pulse oximeter fingerti alat pengukur kadar oksigen detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4ap81-jual-pulse-oximeter-fingerti-alat-pengukur-kadar-oksigen-detak-jantung,50000,0,CHARISA STORE,0
"Paket Termometer Oximeter thermometer Omron Oxymeter fingertip Pulse ujung jari
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4ayzx9d-jual-paket-termometer-oximeter-thermometer-omron-oxymeter-fingertip-pulse-ujung-jari,170000,20,PUTRA JAYA88,5
"Dr Care Finger Tip Pulse Oximeter FS10K atau SpO2 Saturasi Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3rc68md-jual-dr-care-finger-tip-pulse-oximeter-fs10k-atau-spo2-saturasi-oksigen,240000,53,Sam Medical Official,4.6
"Oximeter Pulse Fingertip SpO2 Heart Rate Oxymeter Oksimeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3qg76ea-jual-oximeter-pulse-fingertip-spo2-heart-rate-oxymeter-oksimeter,179900,98,LaQoboyshop,5
"Paket Oximeter termometer Oxymeter Term 2 in 1 ometer
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4g50jmp-jual-paket-oximeter-termometer-oxymeter-term-2-in-1-ometer,300000,1,Happy Shop 999,5
"Paket 2 in 1 Termometer Oximeter thermometer gun oxymeter ukur detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48q8v9a-jual-paket-2-in-1-termometer-oximeter-thermometer-gun-oxymeter-ukur-detak-jantung,225000,48,PUTRA JAYA88,5
